unix_timestamp,z,y,x,value
1630467000,-60,0,80,-495.2969452956
1630467000,-40,0,0,-21.0412119996
1630467000,-40,0,25,-34.166775
1630467000,-40,0,50,-23.1023832231
1630467000,-40,0,80,-24.0129767424
1630467000,-20,0,0,-21.3288467904
1630467000,-20,0,25,-32.0124863775
1630467000,-20,0,50,-21.0412119996
1630467000,-20,0,80,-48.5627312271
1630467900,-40,0,0,-21.0412119996
1630467900,-40,0,25,-34.4539728156
1630467900,-40,0,50,-23.1023832231
1630467900,-40,0,80,-24.0129767424
1630467900,-20,0,0,-21.3288467904
1630467900,-20,0,25,-32.0124863775
1630467900,-20,0,50,-21.0412119996
1630467900,-20,0,80,-48.2282150556
1630468800,-60,0,0,-54.7728074631
1630468800,-60,0,25,-23.3899494375
1630468800,-60,0,50,-32.5870159719
1630468800,-60,0,80,-494.9350641084
1630468800,-40,0,0,-21.0412119996
1630468800,-40,0,25,-34.4539728156
1630468800,-40,0,50,-23.1023832231
1630468800,-40,0,80,-24.0129767424
1630469700,-60,0,0,-55.1070687324
1630469700,-60,0,25,-23.3899494375
1630469700,-60,0,50,-32.5870159719
1630469700,-60,0,80,-494.1660101031
1630469700,-40,0,0,-21.0412119996
1630469700,-40,0,25,-34.4539728156
1630469700,-40,0,50,-23.1023832231
1630469700,-40,0,80,-24.0129767424
1630469700,-20,0,0,-21.3288467904
1630469700,-20,0,25,-32.0124863775
1630469700,-20,0,50,-21.0412119996
1630469700,-20,0,80,-48.2282150556
1630470600,-60,0,0,-55.4413169775
1630470600,-60,0,25,-23.3899494375
1630470600,-60,0,50,-32.5870159719
1630470600,-60,0,80,-494.1660101031
1630470600,-40,0,0,-21.3288467904
1630470600,-40,0,25,-34.7890248399
1630470600,-40,0,50,-23.1023832231
1630470600,-40,0,80,-24.0129767424
1630470600,-20,0,0,-21.3288467904
1630470600,-20,0,25,-32.0124863775
1630470600,-20,0,50,-21.3288467904
1630470600,-20,0,80,-48.2282150556
1630471500,-60,0,0,-56.1097743951
1630471500,-60,0,25,-23.3899494375
1630471500,-60,0,50,-32.5870159719
1630471500,-60,0,80,-493.3968792816
1630471500,-40,0,0,-21.3288467904
1630471500,-40,0,25,-34.7890248399
1630471500,-40,0,50,-23.1023832231
1630471500,-40,0,80,-24.0129767424
1630471500,-20,0,0,-21.3288467904
1630471500,-20,0,25,-32.0124863775
1630471500,-20,0,50,-21.0412119996
1630471500,-20,0,80,-48.2282150556
1630472400,-60,0,0,-56.1097743951
1630472400,-60,0,25,-23.3899494375
1630472400,-60,0,50,-32.5870159719
1630472400,-60,0,80,-493.0349087856
1630472400,-40,0,0,-21.3288467904
1630472400,-40,0,25,-34.7890248399
1630472400,-40,0,50,-23.1023832231
1630472400,-40,0,80,-24.0129767424
1630473300,-60,0,0,-56.3962401975
1630473300,-60,0,25,-23.3899494375
1630473300,-60,0,50,-32.9221405596
1630473300,-60,0,80,-493.3968792816
1630473300,-40,0,0,-21.3288467904
1630473300,-40,0,25,-35.12406384
1630473300,-40,0,50,-23.1023832231
1630473300,-40,0,80,-24.0129767424
1630473300,-20,0,0,-21.3288467904
1630473300,-20,0,25,-32.0124863775
1630473300,-20,0,50,-21.3288467904
1630473300,-20,0,80,-48.2282150556
1630474200,-60,0,0,-56.7304382064
1630474200,-60,0,25,-23.3899494375
1630474200,-60,0,50,-32.9221405596
1630474200,-60,0,80,-492.6729212784
1630474200,-40,0,0,-21.3288467904
1630474200,-40,0,25,-35.12406384
1630474200,-40,0,50,-23.1023832231
1630474200,-40,0,80,-24.0129767424
1630474200,-20,0,0,-21.3288467904
1630474200,-20,0,25,-32.2997559591
1630474200,-20,0,50,-21.3288467904
1630474200,-20,0,80,-48.2282150556
1630475100,-60,0,0,-57.0646231911
1630475100,-60,0,25,-23.3899494375
1630475100,-60,0,50,-32.9221405596
1630475100,-60,0,80,-491.9036413431
1630475100,-40,0,0,-21.3288467904
1630475100,-40,0,25,-35.4590898159
1630475100,-40,0,50,-23.1023832231
1630475100,-40,0,80,-24.3005126556
1630475100,-20,0,0,-21.3288467904
1630475100,-20,0,25,-32.2997559591
1630475100,-20,0,50,-21.3288467904
1630475100,-20,0,80,-48.2282150556
1630476000,-60,0,0,-57.3987951516
1630476000,-60,0,25,-23.3899494375
1630476000,-60,0,50,-32.9221405596
1630476000,-60,0,80,-491.5416006759
1630476000,-40,0,0,-21.3288467904
1630476000,-40,0,25,-35.4590898159
1630476000,-40,0,50,-23.1023832231
1630476000,-40,0,80,-24.3005126556
1630476000,-20,0,0,-21.3288467904
1630476000,-20,0,25,-32.2997559591
1630476000,-20,0,50,-21.3288467904
1630476000,-20,0,80,-48.2282150556
1630476900,-60,0,0,-57.7329540879
1630476900,-60,0,25,-23.3899494375
1630476900,-60,0,50,-32.9221405596
1630476900,-60,0,80,-491.1795429975
1630476900,-40,0,0,-21.3288467904
1630476900,-40,0,25,-35.4590898159
1630476900,-40,0,50,-23.1023832231
1630476900,-40,0,80,-24.3005126556
1630476900,-20,0,0,-21.3288467904
1630476900,-20,0,25,-32.2997559591
1630476900,-20,0,50,-21.3288467904
1630476900,-20,0,80,-48.2282150556
1630477800,-60,0,0,-58.0671
1630477800,-60,0,25,-23.7254312604
1630477800,-60,0,50,-32.9221405596
1630477800,-60,0,80,-491.1795429975
1630477800,-40,0,0,-21.3288467904
1630477800,-40,0,25,-35.7941027676
1630477800,-40,0,50,-23.1023832231
1630477800,-40,0,80,-24.3005126556
1630477800,-20,0,0,-21.3288467904
1630477800,-20,0,25,-32.2997559591
1630477800,-20,0,50,-21.3288467904
1630477800,-20,0,80,-48.2282150556
1630478700,-60,0,0,-58.4012328879
1630478700,-60,0,25,-23.7254312604
1630478700,-60,0,50,-32.9221405596
1630478700,-60,0,80,-490.7722077756
1630478700,-40,0,0,-21.3288467904
1630478700,-40,0,25,-35.7941027676
1630478700,-40,0,50,-23.1023832231
1630478700,-40,0,80,-24.3005126556
1630478700,-20,0,0,-21.6164720124
1630478700,-20,0,25,-32.2997559591
1630478700,-20,0,50,-21.3288467904
1630478700,-20,0,80,-48.2282150556
1630479600,-60,0,0,-58.7353527516
1630479600,-60,0,25,-23.7254312604
1630479600,-60,0,50,-33.20937984
1630479600,-60,0,80,-490.7722077756
1630480500,-60,0,0,-59.1171880764
1630480500,-60,0,25,-23.7254312604
1630480500,-60,0,50,-33.20937984
1630480500,-60,0,80,-490.04800311
1630480500,-40,0,0,-21.3288467904
1630480500,-40,0,25,-36.08124636
1630480500,-40,0,50,-23.1023832231
1630480500,-40,0,80,-24.6359591271
1630480500,-20,0,0,-21.6164720124
1630480500,-20,0,25,-32.2997559591
1630480500,-20,0,50,-21.3288467904
1630480500,-20,0,80,-48.2282150556
1630481400,-60,0,0,-59.4512800311
1630481400,-60,0,25,-23.7254312604
1630481400,-60,0,50,-33.20937984
1630481400,-60,0,80,-490.04800311
1630481400,-40,0,0,-21.3288467904
1630481400,-40,0,25,-36.08124636
1630481400,-40,0,50,-23.1023832231
1630481400,-40,0,80,-24.6359591271
1630481400,-20,0,0,-21.6164720124
1630481400,-20,0,25,-32.5870159719
1630481400,-20,0,50,-21.3288467904
1630481400,-20,0,80,-48.2282150556
1630482300,-20,0,0,-21.6164720124
1630482300,-20,0,25,-32.5870159719
1630482300,-20,0,50,-21.3288467904
1630482300,-20,0,80,-48.2282150556
1630483200,-60,0,0,-60.1671475056
1630483200,-60,0,25,-23.7254312604
1630483200,-60,0,50,-33.5444802399
1630483200,-60,0,80,-490.04800311
1630483200,-40,0,0,-21.6164720124
1630483200,-40,0,25,-36.4162351239
1630483200,-40,0,50,-23.1023832231
1630483200,-40,0,80,-24.6359591271
1630483200,-20,0,0,-21.6164720124
1630483200,-20,0,25,-32.5870159719
1630483200,-20,0,50,-21.3288467904
1630483200,-20,0,80,-48.5627312271
1630484100,-60,0,0,-60.5011985271
1630484100,-60,0,25,-24.0129767424
1630484100,-60,0,50,-33.5444802399
1630484100,-60,0,80,-489.6406080831
1630484100,-40,0,0,-21.3288467904
1630484100,-40,0,25,-36.4162351239
1630484100,-40,0,50,-23.1023832231
1630484100,-40,0,80,-24.6359591271
1630484100,-20,0,0,-21.6164720124
1630484100,-20,0,25,-32.5870159719
1630484100,-20,0,50,-21.3288467904
1630484100,-20,0,80,-48.5627312271
1630485000,-60,0,0,-60.8352365244
1630485000,-60,0,25,-23.7254312604
1630485000,-60,0,50,-33.5444802399
1630485000,-60,0,80,-489.6406080831
1630485000,-40,0,0,-21.3288467904
1630485000,-40,0,25,-36.4162351239
1630485000,-40,0,50,-23.1023832231
1630485000,-40,0,80,-24.9234743079
1630485000,-20,0,0,-21.6164720124
1630485000,-20,0,25,-32.5870159719
1630485000,-20,0,50,-21.3288467904
1630485000,-20,0,80,-48.5627312271
1630485900,-60,0,0,-61.2169782876
1630485900,-60,0,25,-23.7254312604
1630485900,-60,0,50,-33.5444802399
1630485900,-60,0,80,-489.2784610959
1630485900,-40,0,0,-21.6164720124
1630485900,-40,0,25,-36.7512108636
1630485900,-40,0,50,-23.3899494375
1630485900,-40,0,80,-24.9234743079
1630485900,-20,0,0,-21.6164720124
1630485900,-20,0,25,-32.5870159719
1630485900,-20,0,50,-21.3288467904
1630485900,-20,0,80,-48.5627312271
1630486800,-60,0,0,-61.5509883759
1630486800,-60,0,25,-24.0129767424
1630486800,-60,0,50,-33.5444802399
1630486800,-60,0,80,-489.2784610959
1630486800,-40,0,0,-21.6164720124
1630486800,-40,0,25,-36.7512108636
1630486800,-40,0,50,-23.3899494375
1630486800,-40,0,80,-24.9234743079
1630486800,-20,0,0,-21.6164720124
1630486800,-20,0,25,-32.5870159719
1630486800,-20,0,50,-21.6164720124
1630486800,-20,0,80,-48.5627312271
1630487700,-60,0,0,-61.88498544
1630487700,-60,0,25,-24.0129767424
1630487700,-60,0,50,-33.5444802399
1630487700,-60,0,80,-489.6406080831
1630487700,-40,0,0,-21.6164720124
1630487700,-40,0,25,-37.0861735791
1630487700,-40,0,50,-23.3899494375
1630487700,-40,0,80,-24.9234743079
1630488600,-60,0,0,-62.2666804224
1630488600,-60,0,25,-24.0129767424
1630488600,-60,0,50,-33.5444802399
1630488600,-60,0,80,-490.04800311
1630488600,-40,0,0,-21.6164720124
1630488600,-40,0,25,-37.0861735791
1630488600,-40,0,50,-23.3899494375
1630488600,-40,0,80,-25.2588965916
1630488600,-20,0,0,-21.6164720124
1630488600,-20,0,25,-32.5870159719
1630488600,-20,0,50,-21.6164720124
1630488600,-20,0,80,-48.5627312271
1630489500,-60,0,0,-62.6006495775
1630489500,-60,0,25,-24.3005126556
1630489500,-60,0,50,-33.8316987879
1630489500,-60,0,80,-490.04800311
1630489500,-40,0,0,-21.6164720124
1630489500,-40,0,25,-37.4211232704
1630489500,-40,0,50,-23.3899494375
1630489500,-40,0,80,-25.2588965916
1630489500,-20,0,0,-21.6164720124
1630489500,-20,0,25,-32.9221405596
1630489500,-20,0,50,-21.6164720124
1630489500,-20,0,80,-48.5627312271
1630490400,-60,0,0,-62.9823126639
1630490400,-60,0,25,-24.0129767424
1630490400,-60,0,50,-33.8316987879
1630490400,-60,0,80,-490.4101139484
1630490400,-40,0,0,-21.6164720124
1630490400,-40,0,25,-37.4211232704
1630490400,-40,0,50,-23.3899494375
1630490400,-40,0,80,-25.2588965916
1630491300,-60,0,0,-63.31625391
1630491300,-60,0,25,-24.3005126556
1630491300,-60,0,50,-33.8316987879
1630491300,-60,0,80,-490.4101139484
1630491300,-40,0,0,-21.6164720124
1630491300,-40,0,25,-37.7560599375
1630491300,-40,0,50,-23.3899494375
1630491300,-40,0,80,-25.2588965916
1630492200,-60,0,0,-64.0317984375
1630492200,-60,0,25,-24.0129767424
1630492200,-60,0,50,-33.8316987879
1630492200,-60,0,80,-490.7722077756
1630492200,-40,0,0,-21.6164720124
1630492200,-40,0,25,-37.7560599375
1630492200,-40,0,50,-23.3899494375
1630492200,-40,0,80,-25.2588965916
1630492200,-20,0,0,-21.9040876656
1630492200,-20,0,25,-32.9221405596
1630492200,-20,0,50,-21.6164720124
1630492200,-20,0,80,-48.5627312271
1630493100,-60,0,0,-64.0317984375
1630493100,-60,0,25,-24.3005126556
1630493100,-60,0,50,-33.8316987879
1630493100,-60,0,80,-491.1795429975
1630493100,-40,0,0,-21.6164720124
1630493100,-40,0,25,-38.0431381431
1630493100,-40,0,50,-23.3899494375
1630493100,-40,0,80,-25.2588965916
1630493100,-20,0,0,-21.9040876656
1630493100,-20,0,25,-32.9221405596
1630493100,-20,0,50,-21.6164720124
1630493100,-20,0,80,-48.5627312271
1630494000,-60,0,0,-64.3656987504
1630494000,-60,0,25,-24.3005126556
1630494000,-60,0,50,-33.8316987879
1630494000,-60,0,80,-491.5416006759
1630494900,-60,0,0,-64.6995860391
1630494900,-60,0,25,-24.0129767424
1630494900,-60,0,50,-34.166775
1630494900,-60,0,80,-491.9036413431
1630495800,-60,0,0,-65.0811555639
1630495800,-60,0,25,-24.3005126556
1630495800,-60,0,50,-34.166775
1630495800,-60,0,80,-492.2656649991
1630495800,-40,0,0,-21.6164720124
1630495800,-40,0,25,-38.3780506224
1630495800,-40,0,50,-23.3899494375
1630495800,-40,0,80,-25.54639104
1630495800,-20,0,0,-21.9040876656
1630495800,-20,0,25,-32.9221405596
1630495800,-20,0,50,-21.6164720124
1630495800,-20,0,80,-48.5627312271
1630496700,-40,0,0,-21.9040876656
1630496700,-40,0,25,-38.3780506224
1630496700,-40,0,50,-23.3899494375
1630496700,-40,0,80,-25.54639104
1630496700,-20,0,0,-21.9040876656
1630496700,-20,0,25,-32.9221405596
1630496700,-20,0,50,-21.6164720124
1630496700,-20,0,80,-48.5627312271
1630497600,-60,0,0,-66.1303840431
1630497600,-60,0,25,-24.0129767424
1630497600,-60,0,50,-34.166775
1630497600,-60,0,80,-493.8040757559
1630497600,-40,0,0,-21.9040876656
1630497600,-40,0,25,-38.7129500775
1630497600,-40,0,50,-23.3899494375
1630497600,-40,0,80,-25.54639104
1630497600,-20,0,0,-21.9040876656
1630497600,-20,0,25,-32.9221405596
1630497600,-20,0,50,-21.6164720124
1630497600,-20,0,80,-48.5627312271
1630498500,-60,0,0,-66.1303840431
1630498500,-60,0,25,-24.0129767424
1630498500,-60,0,50,-34.166775
1630498500,-60,0,80,-494.1660101031
1630498500,-40,0,0,-21.9040876656
1630498500,-40,0,25,-38.7129500775
1630498500,-40,0,50,-23.3899494375
1630498500,-40,0,80,-25.54639104
1630498500,-20,0,0,-21.9040876656
1630498500,-20,0,25,-32.5870159719
1630498500,-20,0,50,-21.3288467904
1630498500,-20,0,80,-48.5627312271
1630499400,-60,0,0,-66.4642024896
1630499400,-60,0,25,-24.3005126556
1630499400,-60,0,50,-34.166775
1630499400,-60,0,80,-494.9350641084
1630499400,-40,0,0,-21.6164720124
1630499400,-40,0,25,-38.7129500775
1630499400,-40,0,50,-23.3899494375
1630499400,-40,0,80,-25.54639104
1630499400,-20,0,0,-21.9040876656
1630499400,-20,0,25,-32.9221405596
1630499400,-20,0,50,-21.6164720124
1630499400,-20,0,80,-48.5627312271
1630500300,-60,0,0,-67.1794838751
1630500300,-60,0,25,-24.3005126556
1630500300,-60,0,50,-34.4539728156
1630500300,-60,0,80,-495.6588094716
1630500300,-40,0,0,-21.9040876656
1630500300,-40,0,25,-39.0478365084
1630500300,-40,0,50,-23.3899494375
1630500300,-40,0,80,-25.8338759196
1630500300,-20,0,0,-21.9040876656
1630500300,-20,0,25,-32.5870159719
1630500300,-20,0,50,-21.6164720124
1630500300,-20,0,80,-48.5627312271
1630501200,-60,0,0,-67.5132613884
1630501200,-60,0,25,-24.0129767424
1630501200,-60,0,50,-34.4539728156
1630501200,-60,0,80,-496.0206566364
1630502100,-60,0,0,-67.8947054556
1630502100,-60,0,25,-24.3005126556
1630502100,-60,0,50,-34.4539728156
1630502100,-60,0,80,-497.1513193839
1630502100,-20,0,0,-21.9040876656
1630502100,-20,0,25,-32.9221405596
1630502100,-20,0,50,-21.6164720124
1630502100,-20,0,80,-48.5627312271
1630503000,-60,0,0,-68.56219164
1630503000,-60,0,25,-24.3005126556
1630503000,-60,0,50,-34.4539728156
1630503000,-60,0,80,-497.5583173056
1630503000,-40,0,0,-21.9040876656
1630503000,-40,0,25,-39.6697338975
1630503000,-40,0,50,-23.3899494375
1630503000,-40,0,80,-25.8338759196
1630503000,-20,0,0,-21.9040876656
1630503000,-20,0,25,-32.5870159719
1630503000,-20,0,50,-21.6164720124
1630503000,-20,0,80,-48.5627312271
1630503900,-60,0,0,-68.9435889264
1630503900,-60,0,25,-24.3005126556
1630503900,-60,0,50,-34.4539728156
1630503900,-60,0,80,-498.2818160064
1630503900,-40,0,0,-21.9040876656
1630503900,-40,0,25,-39.6697338975
1630503900,-40,0,50,-23.3899494375
1630503900,-40,0,80,-25.8338759196
1630503900,-20,0,0,-21.6164720124
1630503900,-20,0,25,-32.9221405596
1630503900,-20,0,50,-21.6164720124
1630503900,-20,0,80,-48.5627312271
1630504800,-60,0,0,-69.2772975975
1630504800,-60,0,25,-24.3005126556
1630504800,-60,0,50,-34.4539728156
1630504800,-60,0,80,-499.0504588191
1630504800,-40,0,0,-21.9040876656
1630504800,-40,0,25,-40.0045831164
1630504800,-40,0,50,-23.3899494375
1630504800,-40,0,80,-25.8338759196
1630505700,-60,0,0,-69.6109932444
1630505700,-60,0,25,-24.3005126556
1630505700,-60,0,50,-34.7890248399
1630505700,-60,0,80,-499.7738171775
1630505700,-40,0,0,-21.9040876656
1630505700,-40,0,25,-40.0045831164
1630505700,-40,0,50,-23.3899494375
1630505700,-40,0,80,-25.8338759196
1630505700,-20,0,0,-21.9040876656
1630505700,-20,0,25,-32.9221405596
1630505700,-20,0,50,-21.6164720124
1630505700,-20,0,80,-48.5627312271
1630506600,-60,0,0,-70.3260114879
1630506600,-60,0,25,-24.3005126556
1630506600,-60,0,50,-34.4539728156
1630506600,-60,0,80,-500.5423108764
1630506600,-40,0,0,-21.9040876656
1630506600,-40,0,25,-40.3394193111
1630506600,-40,0,50,-23.3899494375
1630506600,-40,0,80,-26.1692628519
1630506600,-20,0,0,-21.9040876656
1630506600,-20,0,25,-32.5870159719
1630506600,-20,0,50,-21.6164720124
1630506600,-20,0,80,-48.5627312271
1630508400,-60,0,0,-71.0409699264
1630508400,-60,0,25,-24.3005126556
1630508400,-60,0,50,-34.7890248399
1630508400,-60,0,80,-501.6723091239
